"","Date","EMP","EMP_PART","EMP_TEMP","UNEMP_RATE","UNEMP_DURA_6mth","UNEMP_DURA_6.12mth","UNEMP_DURA_12mth.","UNEMP_DURA_24mth.","EMP_RATE","EMP_ACT","EMP_ACT_RATE","CLAIMS","CLAIMS_RATE","TOT_WEEK_HRS","AVG_WEEK_HRS","AVG_WEEK_HRS_FULL","AWE_ALL","AWE_CONS","AWE_MANU","AWE_PRIV","AWE_PUB","AWE_SERV","VAC_TOT","VAC_CONS","VAC_MANU","IOP_PROD","IOP_CAP_GOOD","IOP_DUR","IOP_ENER","IOP_GOOD","IOP_INT_GOOD","IOP_MACH","IOP_MANU","IOP_MINE","IOP_NON_DUR","IOP_PETRO","IOP_OIL_EXTRACT","IOS","IOS_45","IOS_46","IOS_47","IOS_G","IOS_EDUC","IOS_PNDS","RSI","CAR_REGIS","RETAIL_TRADE_INDEX","AVG_WEEK_RETAIL_SALE","AVG_WEEK_RETAIL_SALE_NON_FOOD","CPIH_ALL","CPI_ALL","CPI_EX_ENER","CPI_GOOD","CPI_DUR","CPI_NON_DUR","CPI_SERV","CPI_CLOTH","CPI_TRANS","RPI_ALL","RPI_GOOD","RPI_SERV","RPI_HOUSE","EXP_TOT","EXP_GOOD","IMP_ALL","IMP_GOOD","EXP_FUEL","IMP_FUEL","EXP_OIL","IMP_OIL","EXP_MACH","IMP_MACH","EXP_METAL","IMP_METAL","EXP_CRUDE_MAT","IMP_CRUDE_MAT","GBP_BROAD","GBP_CAN","GBP_EUR","GBP_JAP","GBP_US","OIL_PRICE","BANK_RATE","CONS_CREDIT_ex_student_loan","TOT_LENDING_APP","TOT_HOUSE_APP","MORT_FIXED_RATE_5YRS","MORT_FIXED_RATE_2YRS","M1","M2","M3","M4","LIBOR_3mth","BGS_5yrs_yld","BGS_10yrs_yld","BGS_20yrs_yld","FTSE_ALL","FTSE250","VIX","SP500","UK_focused_equity","EUR_UNC_INDEX","BCI","CCI","CLI","PPI_MANU","PPI_MACH","PPI_OIL","PPI_METAL","PPI_MOTOR"
"1","1998-01-01","0.000975792909102324","0.00255581586919362","0.00228310601456894","0","0.00524385050601062","0.00711746776886457","-0.020548668227387","-0.0364696797813915","0","0.000999500333083603","0","-0.00711493574188715","-0.100000000000001","-0.000794777220377796","-0.00301659353942574","-0.00259403517704637","0.00251154763236153","0.000734406827197754","0.000863154485702743","0.00164253695823891","0.00394780972130189","0.00185577706391388","-0.00142493520347145","-0.00380257179082505","-0.00470648918449799","0","-0.00382409643840331","-0.0191944472561469","-0.00847911810306101","-0.0221662954572608","0.0208069925059613","0.00354820005609735","-0.0014673516939494","0.0181703484973132","-0.0232268506098174","-0.0238046185853875","0.0212593040579021","-0.00489796897554662","-0.0421223030023716","-0.0592073210642337","0.00116076623596317","-0.0267021586069962","-0.0110362861428861","0.0019102202561192","0.00163532334073047","0.00581858272516378","0.0033669321084826","0.000781858289357729","0.00274685731279334","0.000674830795729543","0.00101653684484663","0.00128512644814352","-0.0023122532571161","-0.00684697408522612","0.00205558054311426","0.00325236661515918","-0.00422108856854354","0.00366307398836228","0.00217677391374749","0.000386109548626825","0.00314151181081597","0.00523988672327115","-0.0331708106684587","-0.0561317949919911","-0.0346458538417682","-0.0533322016709636","0.116591735227326","-0.116447315638379","0.294294242009647","-0.165624594033066","-0.107228722722933","-0.0926278647007059","0.047628048989254","-0.112986863392891","0.0190481949706944","-0.103958259070095","0.0104286247486387","-0.00516578190712025","-0.00798442603842747","-0.0157643823672462","-0.0148105893883282","-0.123438434753067","0","0.0107655450826787","-0.0280296582489292","-0.0158504590431612","-0.0900000000000007","0","0.00733095432500264","0.00251728327135048","0.0082528657829144","0.0120201140277754","-0.139","-0.2892","-0.2761","-0.0683980139226049","0.0508145134277314","0.0153177697809497","21.46999931","0.0100990103150949","0.0551864155672908","-15.82275","-0.305699999999987","-0.170699999999997","-0.0259999999999962","-0.00533313299982885","0.00108126084777813","-0.0267942024320823","0","0.00210748233956437"
"2","1998-02-01","0.000712477765210551","0.00254930032343381","-0.00686501551968011","0","0.00625653761430556","-0.0434851119397388","0.0051768881795331","0.0169975763685715","0.0999999999999943","0.000606352452011905","0.100000000000009","-0.0142386987780565","0","0.00419382875945207","0.00301659353942574","0.00259403517704637","0.00381066173300958","-0.000258455535871614","0.00348130491503506","0.00265648312990494","-0.000649386127327818","0.00405112256836191","0.00662552506569653","0.0115356920167373","-0.00625831882952204","0.00933495693605124","0.0283305066262258","0.0853950844121281","0","0.0204785313435414","0.00128617381074481","0.0129034048359076","0.0102265317838306","-0.0310081819388914","-0.00523561405394446","-0.0165378446154119","-0.0322781041028977","0.0081500043619247","-0.00315291905961601","0.0531374996971579","0","0.0178804252778484","0.00737104074458994","0.00570886422032002","0","-0.00475813737279651","0.0016792991797514","-0.00222261213317942","-0.00293915862769722","0.00167652185784459","0.00129657620873201","0.00154940675152526","0.000795781156173968","-0.00184851115529511","0.00823863480537572","0.00320983300336696","-0.003577872557395","0.000728494885727201","0.00274212560201408","0.002872040531741","0.00296831663981382","0.00471432545050856","0.00718934396856596","0.00839756615664555","0.0474563978970686","0.0604537995697072","-0.004391069951037","0.134251940271886","-0.0349426761840919","0.307675844294779","0.0375356825303772","0.0553458451803817","-0.0116960397631907","0.0737661502396092","-0.0126583968719238","0.0239155513965583","-0.00353524184017484","-0.001104362343053","-0.00732750496496488","-0.0258076308776038","0.0032967062824919","-0.0764087355094722","0","0.0133967041964009","0.0739745765689186","0.0821575520028457","-0.159999999999999","-0.0499999999999998","0.01000450194012","0.00486636470070145","0.00815863518145044","0.00773868564247771","-0.0366","-0.0851999999999995","-0.0517000000000003","-0.114522836761479","0.0562284980266368","0.0675038825233614","18.54999924","0.0680783666566382","0.0649578962747723","-3.57955","-0.254100000000008","-0.00400000000000489","-0.0326000000000022","-0.00439128580604974","0.00011151232362747","-0.0149919146440409","0.00135409634772987","0.00105207795080364"
"3","1998-03-01","0.00112393238266328","0.00314018949628192","-0.000574217644259356","-0.100000000000001","0.00725016122505995","-0.0532445145188127","-0.012121360532344","-0.0084626739187339","0","0.000142617749022023","0","-0.0115094510599567","-0.0999999999999996","0.00203389900622764","0","0.00258732356495095","0.00450346282710726","0.000274805722985842","0.00277041469987175","0.00349644338119772","0.00180116860382068","0.00463366292064121","0.00725619814581618","0.00921611088869529","-0.00256763119950931","0.00694447235281181","0.0221003470006655","0.0211275464258756","0.018455572599434","0.00673403218134361","-0.00257400399517316","0.0207619914484294","0.00724116125655971","0.00483352176272422","0","0.0910850554291969","0.0114484455940325","-0.00488202759730871","-0.0697450339895056","-0.0499323687482089","-0.00348634867943787","-0.0282432123133951","0.00122324174274446","-0.00189933580365231","-0.00491401480242892","0.0323281542144258","0","-0.00170036681283392","0.00050872083393827","0.00145044932453792","0.00113742189953499","0.000916323102289359","-0.000537265918098649","-0.000668432246128401","0.00025987166534236","0.00340106097810125","-0.00359269136956012","-0.000724958965855084","0.00203571805032548","0.0000979071202352111","0.00280861730299184","0.00693578142810598","0.0146852316601418","0.0187538848353945","0.0350203146427095","0.0443649119789384","-0.0033709353844511","0.0760268981443319","-0.0228892826710645","-0.0810101834909682","0.0407728733793249","0.11617480426702","0.023256862164267","-0.107832704803215","0.00317965291737998","0.00743497848751762","0.017033475890508","0.000892079666645174","-0.00173837340788271","0.0389222776337013","0.0128987163945568","-0.0711543850519987","0","0.0269097309486774","-0.0415470265521236","-0.0417095210205396","-0.0900000000000007","-0.0600000000000005","0.0173638046784248","0.00591215097730036","0.00260092358827535","0.00714930480281772","0.0228999999999999","-0.00389999999999979","-0.0541","-0.0442384556324229","0.0359632295089316","0.0605047104460308","24.21999931","0.0487384620342608","0.0756790643857634","36.3967","-0.389299999999992","0.0861000000000018","-0.071399999999997","-0.00281587692701279","-0.00146119744372296","-0.026542845022952","-0.00406780221932568","0.00733371542547001"
"4","1998-04-01","0.000037442665922427","0.00283265191271376","-0.0132988372239886","0","-0.00103252461418979","-0.0317486983145798","-0.00699303549097063","0.022409901399584","0","-0.000320918542932702","-0.100000000000009","-0.0040377399496121","0","-0.000903444443155266","0","-0.00258732356495095","0.00223887877525528","0.00453139306308869","0.00252094306734561","0.00192344819506541","0.00366176005719687","0.00302182476350179","0.000883592618421568","0.00305506749246228","-0.00514727701918053","0.00460300007196057","-0.0146791626630489","0.00694447235281093","0.0176079121895807","0.00835426746985757","0.00770222036209223","-0.0219281723386118","0.00144196131690144","0.0053433202204376","0.0104439591610834","0.0169815401480937","0.0147108505165692","0.00974033674838459","0.0452366149607739","0.075478461175905","-0.00233100338647585","0.0320334884871762","0.0012217472503222","0.00757579380845774","0","-0.072885212705188","0.00167648386111807","0.00171039420690278","-0.00177143190056483","0.00159339635762914","0.00145499192161685","0.0000392831515054065","0.000635719898073121","-0.00532232315060713","0.00301992075934382","0.00255564790136512","-0.00391478350485606","0.0034650370895378","0.00478056361200101","0.00170587205690337","0.00327352174612653","0.0130986259150132","-0.0141522713863758","-0.0244132095042957","-0.0359566969048863","-0.0473656249251793","-0.0769090944334341","-0.0726711902973589","-0.172884418830679","0.0575284415962516","-0.0284328971437482","-0.0883379553182149","-0.023256862164267","-0.109770666135379","0.0250796843970233","-0.0716418796585279","0.00233976272898317","0.0155466466765145","0.00423858684675285","0.0283698236837093","0.00677602808513444","0.031795775472931","0","0.00831086817690441","0.00865393344575516","-0.0446519319932506","-0.239999999999999","0.12","0.00134880483721389","0.0035638575771415","0.00625379004345561","0.00325773865353973","-0.0314999999999994","-0.17","-0.1671","-0.00324411338830449","0.00263167937654174","0.0153376518720094","21.18000031","0.00903552566870935","-0.0087848295557329","-21.8087","-0.547550000000001","0.0553000000000026","-0.146699999999996","-0.00442956282684548","0.00234716766073855","-0.0641391769821117","-0.00272109011436061","0.00416667269484616"
"5","1998-05-01","0.000224626559290897","0.00119029920317537","-0.00233100338647496","0","0.0102775827582411","0.0160003413464409","-0.0159154553059002","-0.0111421765532418","0","0.000142643178332236","0","-0.00693883348006263","0","-0.00113045456307237","0","0","0.00599098591948264","0.00784440461531917","0.0024888832161904","0.00311223158967832","0.00422241076336034","0.00576809159238162","-0.00267755067623243","-0.0168515135204696","-0.000907419248865294","-0.0080692080484468","0.00552996800946115","0.0205486682273879","-0.0165635256716747","0.00828505153410752","-0.0180650073976389","-0.00702579002440551","-0.00433213673913446","-0.00346990872644337","0.00388853373969233","-0.000467836265842791","-0.00424178790836294","-0.00161681522690493","0.00430571171121219","-0.133107574012541","0.00929158833409982","-0.0411898637731625","0.00122025640522949","0.00751883241402718","0.0114286958236232","0.0126132739295528","0.0116570489869536","0.0128160683498741","0.022174334025685","0.00205467322178852","0.00167249638683007","0.00382577331928938","0.00228637552003921","-0.000697779527907298","0.00155846740686668","0.00358597351741251","-0.00338799876883302","0.00164647078669022","0.00409169847487591","0.00274192954478523","0.00270720794211518","0.00777264006180919","-0.00263425684602225","-0.00891382353189307","0.011179129688367","0.0127303497782805","0.0276642814723562","-0.157506387674231","0.101684040928517","-0.312444568685914","-0.00526992639137447","0.0444149221524714","-0.0606246218164355","0.213149020589213","-0.0573405466152446","0.0642069011710102","-0.0289039278688756","-0.0111404199993196","-0.0100305416283486","0.000456085683170571","-0.0221768054072466","0.0600158708085892","0","0.0158751357647162","0.0467741294075221","0.0417993493825861","0.00999999999999979","-0.0199999999999996","0.0113135001344897","0.00450002603656507","0.010509232405461","0.00383544533017499","-0.0472000000000001","0.0203999999999995","0.0398999999999994","0.0166165006404993","0.00471814187452324","0.0504963171836845","21.31999969","-0.0190056929246536","-0.0420482362434997","13.8466","-0.658410000000003","-0.150900000000007","-0.2376","0.000627670761557061","0.000141586962619148","-0.000851350603416935","-0.00409556886473705","0"
"6","1998-06-01","0.0020940849773492","-0.00372439909098254","-0.00526470944010793","0","0.0292212226837449","0","-0.0363016266762148","-0.0487901641694313","0.100000000000009","0.00245739746507567","0.200000000000003","-0.00430555189660975","-0.0999999999999996","0.000565387022467334","-0.00301659353942574","-0.0051948168771041","-0.000376378532712489","-0.00421524457560586","0.00209107904319247","0.00374956040445702","0.00101646059778953","-0.000343748030154168","0.00730382558803412","0.0166052035541877","-0.0119307176596367","0.00346620797648622","0.00549955556603843","-0.0309835455199674","0.0134786903204649","-0.0116183879538658","0.00648931543975007","0.0243772953356052","0.00577202179712177","-0.00509316206195543","-0.00518807908177799","0.0263233855160276","0.00572217307879708","0","-0.0173352120015453","0.0983871053088041","-0.0151429801025635","0.0233776880090621","-0.00122025640522949","-0.00563381771825577","-0.014718172474022","0.0618100060467892","-0.016694955997643","-0.0136770460493914","-0.0334847240196545","-0.000166653924238322","0.000510812167613776","-0.000336821405496265","-0.00212701713424591","-0.00440481178890022","0.0025947566704267","0.0020256336952012","-0.00400605745473452","-0.00268691274581742","0.000574643476102251","-0.000121988532432644","0.00256894170742654","0.00205444869811477","0.0133660348465074","0.0139059854139933","0.0372076740909399","0.0451893308463003","0.0996416017114079","0.340665114881249","0.120322997608729","0.635145667437276","-0.00884540025929503","0.0507257804884969","-0.077961541469711","0.026433257068156","-0.0504308536268923","0.04618074506336","0.0219970199778485","0.0221167483940456","0.0113023642127883","0.0472394397266962","0.00857852126021402","-0.162709467742678","0.2159","0.0113988460892376","0.0229772254146141","0.0122278983701403","-0.0800000000000001","-0.18","0.00731320825257953","0.0025008619020106","0.00615510396063712","0.0101489807470507","0.2259","0.1112","-0.0904999999999996","-0.077897745625821","-0.0211777781345841","-0.0697508669611988","19.70999908","0.0386804144059028","0.0302137785964969","-20.56089","-0.59299","-0.441199999999995","-0.322800000000001","-0.0014439928712912","0.0010337884777524","-0.00612694324529143","-0.00548698221625976","0"
"7","1998-07-01","0.00201515163166555","-0.000895923607783899","0.0168657676228694","0","0.000992555912751492","0.0615578929994332","-0.0186572576045423","-0.0208031276297636","0.199999999999989","0.00255781872374072","0.100000000000009","-0.000148798452770826","0","0.000903954863814782","0","0","0.00194122168686661","0.00743619823802907","0.00193631510463259","0.00190046691940651","0.00463732226042644","0.00226369503968021","0.00239082988415569","0.00660089185638091","0.00409672132410191","-0.00346620797648622","0.0163194918286012","0.061035890586369","-0.0181870432508511","0.00996685991539259","-0.00779224722016636","-0.0196879549722189","0.0014378147696279","-0.0369550741815443","-0.00914441381899778","-0.0791694943831756","-0.0416412226418119","0.00484262447578754","0.0237592169629002","0.0227800283318196","0.00585139176846372","0.0152869218969061","0","0.00375940292390542","0.00983614487671325","-0.0381147674336315","0.00671158497705182","0.0111785119045074","0.0205297947200975","0.00213206119209022","0.00130560323245063","0.000404864308741211","0.000992643323067387","-0.00213498391723598","0.00142055972111226","0.00320667231837313","-0.00506874233532031","-0.00326491535945349","0.00242747448283917","0.000540630309817401","0.00216242480259876","0.00922220588255036","-0.000395426241682983","-0.00555985988201968","-0.0173948745421946","-0.0249887057797782","-0.0457323594589756","-0.243129249760195","-0.0744310043520731","-0.421792001395593","-0.000410144239806343","-0.0546237876980005","0.102654154060083","-0.0219789067187754","0.0471467784257023","-0.0893894993945974","-0.000810304000400386","0.00991594045168942","0.00528647430417114","-0.00115042933378096","-0.0042496421410157","-0.0104415315323747","0.0340999999999996","0.0106776164404394","0.0276927660138195","-0.00486871242372011","0.19","0.14","-0.00330592884750835","0.00799768566617232","0.0130952567987279","0.0170113234069138","0.0921999999999992","0.0841000000000003","0.0575999999999999","-0.00714266953198054","-0.00319083984972224","-0.00384101141234439","24.79999924","-0.0116833118938127","-0.0302137785964969","25.38418","-0.536290000000008","-0.547600000000003","-0.364150000000009","0.000766710418549803","-0.000305588444236346","-0.0129658776863221","-0.00967526552341802","0"
"8","1998-08-01","0.000372731004352644","-0.000149398670631129","0.00632367729604066","-0.0999999999999996","-0.0129807114727214","-0.00749067172915741","-0.0113637586503152","-0.0181823190831905","0","-0.000177415063003394","0","-0.00245837647557945","0","0.00248167076039785","0","0.00260078170005773","0.000806699790729984","0.0108708623961917","0.00223229538288091","0.00330301012755629","0.00690122049390188","0.00146268895636014","-0.00740336118811778","-0.0162771493341604","-0.0205963817109738","0.00577035646133606","-0.00360360750329836","0.00982004618097543","0.0187018437770208","0.0115038244814842","0.00130293178041629","0.00699303549096975","0.00143575042610422","0.0157701428434853","0.0104439591610834","-0.109370078055829","0.0288805220515975","0.00160901080570053","0.0273701295597037","-0.06834957780121","0.00349447064977326","-0.0191454475844353","0","0.00747667034302024","0.00650408796917645","-0.0341034402633369","0.00333882731921431","0.00861394964478635","0.00177821725199934","0.000952711715985688","0.000879284937386284","0.00248792601708424","0.00094761887383071","-0.00474580696530702","0.00213346342299027","0.0020955269111794","-0.00409111255318927","0.000956320278573854","0.00280290934483754","0.00182282483559821","0.00281127164235744","0.00451303096047675","-0.0177566679105929","-0.0284319787735434","-0.0242322448419419","-0.0321931230141317","-0.249469477386745","-0.0985167381766452","-0.338585285479282","-0.258283097596999","-0.0152948210621293","-0.019887252520407","-0.0246926125903721","0.178610977397419","0.0195445960729703","0.0870113769896301","-0.00372745439636368","0.0235085981439614","0.0119367396597181","0.0217458637567187","-0.00714354168842746","-0.0138014166401295","0","0.0119842404622013","-0.0197171697700824","-0.0154152215168111","0.0999999999999996","0.25","0.0000426351356228594","0.00400776927124191","0.00216352783246343","-0.00656304878986624","-0.0779999999999994","-0.3226","-0.2613","0.0216415262074827","-0.113686765020406","-0.135860898013982","44.27999878","-0.157586078728966","-0.152107778197458","4.4568","-0.665699999999987","-0.391400000000004","-0.32674999999999","-0.00419490685361525","-0.000074450034921112","-0.0510586252969122","0","0.0010389611324193"
"9","1998-09-01","0.001638367956593","0.00655251786001898","-0.00574714225556772","0","0","0.0149256502166759","-0.0172914971100608","-0.00613498856751615","0","0.0014184399541346","0","-0.0101204057312811","0","0.000675751799563251","0","0","0.0023726429683478","0.000499114305318567","0.0021974050018935","0.00348748386201839","0.00163732201381224","0.00163610582946325","-0.00364442682864061","-0.0134466338956567","-0.0229195679504128","0.00344629864358748","0","-0.00653597097978542","0.0076903737130154","0","0.00907329620567499","0.00809721023262","0.00286533147328605","0.00683903636779171","0.00388853373969233","-0.0132965947910382","0.007463516893079","-0.00160901080570053","-0.0167543186120476","0.0238295628329839","-0.00466201310581127","0.0038585256875292","0","-0.0037313476128582","-0.0032467560988696","0.0567300306674188","-0.00333882731921431","-0.00407821042453804","-0.00636407693169261","0.00263050416582379","0.00139427611059783","0.00117255071386713","-0.000256862559463867","-0.0028340164940759","0.000763499182687679","0.00391269653018438","-0.00354124770777405","0.00365311083202572","0.00198578302257907","0.000543591555571096","0.0033380205141883","0.00417146936116403","0.00314865939773945","0.00761908447643833","0.0355750677508198","0.0480849499470803","0.164524216834586","-0.179577533119982","0.369756640382222","-0.392561703272256","-0.00836591605442649","0.047651211882302","-0.147920130076622","0.0786118875696538","-0.049596941139372","0.109281390401063","-0.000502499405570234","0.0234374921497496","-0.00967907760970681","-0.0438898132497112","0.0302962040042846","0.113325687628705","0","0.0108667275975396","-0.0328110823056065","-0.0434139809221108","-0.11","-0.0600000000000005","0.00669103459158649","0.00740144387849462","0.00635357357550603","0.0152347871883194","-0.2605","-0.5097","-0.4196","-0.123954121559267","-0.0401336095183114","-0.0518850804585256","40.95000076","0.0605262784253773","0.0316370849431826","91.9454","-0.599280000000007","-0.100999999999999","-0.211750000000009","-0.00364085556174948","-0.0000446895799116439","-0.0500532242686979","-0.00557104504945549","0.00103788281241979"
"10","1998-10-01","0.00226694264352822","0.00709957130830929","0.00172761344437777","0","0","-0.022472855852059","-0.0156253179030807","-0.028082968742825","0.200000000000003","0.00159334370258613","0.0999999999999943","-0.00400136429088072","0","0.000337704736703692","-0.00302572091653719","0","-0.000762364448312629","-0.00587023166611231","0.000908294624089872","0.000801393670204656","-0.0000489174482157886","-0.00175477982142287","-0.00154641673857039","0.00391194907605039","-0.0145853911715389","0","0.0125562187754129","0.00653597097978542","0.0116782236080955","0","-0.0156049980688904","0.0148659112758294","-0.00143163947143776","-0.0126201949329969","-0.00388853373969233","0.0436512288389554","-0.0046848467286198","0.0032154368539743","-0.018114507038776","-0.0110498361865847","-0.0105696814896872","-0.0129200763651038","-0.0012217472503222","0.0093023926623137","-0.00652530863492284","-0.0512385288193649","-0.00335016182748049","-0.00498478782187206","-0.0101846116141608","0.00075413324674668","0.00127425178631872","0.00125751796803481","-0.000160712971761722","-0.00245573105688498","0.00369596889039603","0.00343345147029183","-0.00455441629912162","0.00184670216318289","0.00213015442131431","0.000867783843082664","0.00263310285568723","0.00556499673726477","-0.00613900181927285","0.00200094848500321","-0.0224483655563361","-0.0264565695368315","-0.03990769266664","0.084954065463112","-0.180058864685924","0.200401697478013","0.0139045621711915","-0.00890307947567948","0.27675300191959","-0.116495205471955","0.0463659205579257","-0.159322336472147","-0.0222239567667391","0.0222896721977791","-0.0115910272404938","-0.0982922857392028","0.00769826742575253","-0.0492591491852936","-0.1932","0.0129603664697875","0.0725318080718029","0.0161880451503915","-0.27","-0.359999999999999","0.0152894168443556","0.00552120598431038","0.00356271566360356","0.000336763139536345","-0.2492","-0.400600000000001","-0.1396","-0.200570724295902","0.0660202227381372","0.0571363442440003","28.04999924","0.0772334377110004","0.0538850884949795","-85.35273","-0.536000000000001","0.0317000000000007","-0.0572099999999978","-0.00195476063948975","-0.00101872372783482","0.00243522650586354","-0.0268947562001216","0"
